,Substance,Source,Specific_Measure,Type_Event,Region,PRUID,Time_Period,Year_Quarter,Aggregator,Disaggregator,Unit,Value,Country
27224,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2023,2023,30 to 39 years,Percent,Suppr.,Canada
27225,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2023,2023,40 to 49 years,Percent,Suppr.,Canada
27226,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2023,2023,50 to 59 years,Percent,0,Canada
27227,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2023,2023,60 years or more,Percent,0,Canada
27228,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2024 (Jan to Jun),2024 (Jan to Jun),0 to 19 years,Percent,Suppr.,Canada
27229,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2024 (Jan to Jun),2024 (Jan to Jun),20 to 29 years,Percent,0,Canada
27230,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2024 (Jan to Jun),2024 (Jan to Jun),30 to 39 years,Percent,Suppr.,Canada
27231,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2024 (Jan to Jun),2024 (Jan to Jun),40 to 49 years,Percent,0,Canada
27232,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2024 (Jan to Jun),2024 (Jan to Jun),50 to 59 years,Percent,0,Canada
27233,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2024 (Jan to Jun),2024 (Jan to Jun),60 years or more,Percent,0,Canada
27234,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2016,2016,0 to 19 years,Percent,Suppr.,Canada
27235,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2016,2016,20 to 29 years,Percent,Suppr.,Canada
27236,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2016,2016,30 to 39 years,Percent,0,Canada
27237,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2016,2016,40 to 49 years,Percent,0,Canada
27238,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2016,2016,50 to 59 years,Percent,0,Canada
27239,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2016,2016,60 years or more,Percent,0,Canada
27240,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2017,2017,0 to 19 years,Percent,Suppr.,Canada
27241,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2017,2017,20 to 29 years,Percent,0,Canada
27242,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2017,2017,30 to 39 years,Percent,Suppr.,Canada
27243,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2017,2017,40 to 49 years,Percent,0,Canada
27244,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2017,2017,50 to 59 years,Percent,0,Canada
27245,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2017,2017,60 years or more,Percent,0,Canada
27246,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2018,2018,0 to 19 years,Percent,Suppr.,Canada
27247,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2018,2018,20 to 29 years,Percent,Suppr.,Canada
27248,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2018,2018,30 to 39 years,Percent,0,Canada
27249,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2018,2018,40 to 49 years,Percent,0,Canada
27250,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2018,2018,50 to 59 years,Percent,0,Canada
27251,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2018,2018,60 years or more,Percent,Suppr.,Canada
27252,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2019,2019,0 to 19 years,Percent,Suppr.,Canada
27253,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2019,2019,20 to 29 years,Percent,0,Canada
27254,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2019,2019,30 to 39 years,Percent,Suppr.,Canada
27255,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2019,2019,40 to 49 years,Percent,0,Canada
27256,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2019,2019,50 to 59 years,Percent,0,Canada
27257,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2019,2019,60 years or more,Percent,0,Canada
27258,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2020,2020,0 to 19 years,Percent,Suppr.,Canada
27259,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2020,2020,20 to 29 years,Percent,0,Canada
27260,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2020,2020,30 to 39 years,Percent,0,Canada
27261,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2020,2020,40 to 49 years,Percent,0,Canada
27262,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2020,2020,50 to 59 years,Percent,0,Canada
27263,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2020,2020,60 years or more,Percent,Suppr.,Canada
27264,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2021,2021,0 to 19 years,Percent,0,Canada
27265,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2021,2021,20 to 29 years,Percent,Suppr.,Canada
27266,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2021,2021,30 to 39 years,Percent,Suppr.,Canada
27267,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2021,2021,40 to 49 years,Percent,0,Canada
27268,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2021,2021,50 to 59 years,Percent,0,Canada
27269,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2021,2021,60 years or more,Percent,0,Canada
27270,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2022,2022,0 to 19 years,Percent,0,Canada
27271,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2022,2022,20 to 29 years,Percent,Suppr.,Canada
27272,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2022,2022,30 to 39 years,Percent,Suppr.,Canada
27273,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2022,2022,40 to 49 years,Percent,0,Canada
27274,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2022,2022,50 to 59 years,Percent,0,Canada
27275,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2022,2022,60 years or more,Percent,0,Canada
27276,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2023,2023,0 to 19 years,Percent,Suppr.,Canada
27277,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2023,2023,20 to 29 years,Percent,Suppr.,Canada
27278,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2023,2023,30 to 39 years,Percent,Suppr.,Canada
27279,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2023,2023,40 to 49 years,Percent,Suppr.,Canada
27280,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2023,2023,50 to 59 years,Percent,0,Canada
27281,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2023,2023,60 years or more,Percent,0,Canada
27282,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2024 (Jan to Jun),2024 (Jan to Jun),0 to 19 years,Percent,0,Canada
27283,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2024 (Jan to Jun),2024 (Jan to Jun),20 to 29 years,Percent,Suppr.,Canada
27284,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2024 (Jan to Jun),2024 (Jan to Jun),30 to 39 years,Percent,0,Canada
27285,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2024 (Jan to Jun),2024 (Jan to Jun),40 to 49 years,Percent,0,Canada
27286,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2024 (Jan to Jun),2024 (Jan to Jun),50 to 59 years,Percent,Suppr.,Canada
27287,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Prince Edward Island,11,By year,2024 (Jan to Jun),2024 (Jan to Jun),60 years or more,Percent,0,Canada
27288,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Yukon,60,By year,2016,2016,0 to 19 years,Percent,0,Canada
27289,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Yukon,60,By year,2016,2016,20 to 29 years,Percent,0,Canada
27290,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Yukon,60,By year,2016,2016,30 to 39 years,Percent,0,Canada
27291,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Yukon,60,By year,2016,2016,40 to 49 years,Percent,0,Canada
27292,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Yukon,60,By year,2016,2016,50 to 59 years,Percent,0,Canada
27293,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Yukon,60,By year,2016,2016,60 years or more,Percent,0,Canada
27294,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Yukon,60,By year,2017,2017,0 to 19 years,Percent,Suppr.,Canada
27295,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Yukon,60,By year,2017,2017,20 to 29 years,Percent,Suppr.,Canada
27296,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Yukon,60,By year,2017,2017,30 to 39 years,Percent,0,Canada
27297,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Yukon,60,By year,2017,2017,40 to 49 years,Percent,Suppr.,Canada
27298,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Yukon,60,By year,2017,2017,50 to 59 years,Percent,0,Canada
27299,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Yukon,60,By year,2017,2017,60 years or more,Percent,Suppr.,Canada
27300,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Yukon,60,By year,2018,2018,0 to 19 years,Percent,Suppr.,Canada
27301,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Yukon,60,By year,2018,2018,20 to 29 years,Percent,Suppr.,Canada
27302,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Yukon,60,By year,2018,2018,30 to 39 years,Percent,54,Canada
27303,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Yukon,60,By year,2018,2018,40 to 49 years,Percent,0,Canada
27304,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Yukon,60,By year,2018,2018,50 to 59 years,Percent,0,Canada
27305,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Yukon,60,By year,2018,2018,60 years or more,Percent,Suppr.,Canada
27306,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Yukon,60,By year,2019,2019,0 to 19 years,Percent,Suppr.,Canada
27307,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Yukon,60,By year,2019,2019,20 to 29 years,Percent,Suppr.,Canada
27308,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Yukon,60,By year,2019,2019,30 to 39 years,Percent,Suppr.,Canada
27309,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Yukon,60,By year,2019,2019,40 to 49 years,Percent,Suppr.,Canada
